window_group,n_total,n_valid_target,low_rate,p_ge_2,p_ge_5,p_ge_10,p_ge_20,p_ge_50,p_ge_100
307,5135,5134,0.5296065446045968,0.47039345539540317,0.1901051811453058,0.09661082976236852,0.04694195559018309,0.017919750681729647,0.007596416049863654
308,5134,5133,0.5297097214104812,0.4702902785895188,0.19014221702707967,0.09662965127605688,0.046951100720826026,0.017923241768946035,0.007597895967270602
309,5133,5132,0.5298129384255651,0.4701870615744349,0.1901792673421668,0.09664848012470771,0.04696024941543258,0.017926734216679657,0.007599376461418551
310,5132,5131,0.5297213018904697,0.4702786981095303,0.19021633209900604,0.09666731631260962,0.046969401676086535,0.01793022802572598,0.007600857532644709
311,5131,5130,0.5298245614035088,0.47017543859649125,0.19005847953216373,0.09649122807017543,0.04697855750487329,0.01793372319688109,0.00760233918128655
312,5130,5129,0.5297328914018327,0.4702671085981673,0.19009553519204522,0.09651004094365373,0.0469877169038799,0.017937219730941704,0.0076038214076818095
313,5129,5128,0.5296411856474259,0.4703588143525741,0.19013260530421217,0.09652886115444617,0.046996879875195005,0.01794071762870515,0.007605304212168487
314,5128,5127,0.5295494441193681,0.47045055588063195,0.19016968987712113,0.0965476887068461,0.047006046420908915,0.017944216890969377,0.0076067875950848445
315,5127,5126,0.5294576667967226,0.47054233320327743,0.19020678891923526,0.09656652360515021,0.04701521654311354,0.01794771751853297,0.007608271556769411
316,5126,5125,0.5295609756097561,0.4704390243902439,0.1902439024390244,0.09658536585365854,0.04702439024390244,0.01795121951219512,0.007609756097560975
317,5125,5124,0.529664324746292,0.47033567525370806,0.19008587041373926,0.09640905542544886,0.0468384074941452,0.01795472287275566,0.007611241217798595
318,5124,5123,0.5297677142299434,0.4702322857700566,0.19012297481944174,0.09642787429240679,0.04684755026351747,0.01795822760101503,0.007612726917821589
319,5123,5122,0.5296759078484967,0.47032409215150334,0.1901600937133932,0.09644670050761421,0.0468566966028895,0.017961733697774308,0.007614213197969543
320,5122,5121,0.5297793399726616,0.4702206600273384,0.19000195274360476,0.0964655340753759,0.04686584651435267,0.01796524116383519,0.007615700058582308
321,5121,5120,0.5296875,0.4703125,0.1900390625,0.096484375,0.046875,0.01796875,0.0076171875
322,5120,5119,0.5297909747997656,0.47020902520023444,0.19007618675522564,0.09650322328579801,0.046884157061926154,0.017972260207071693,0.007618675522563001
323,5119,5118,0.5296991012114107,0.47030089878858927,0.19011332551778037,0.0965220789370848,0.04689331770222743,0.01797577178585385,0.0076201641266119575
324,5118,5117,0.5298026187219074,0.47019738127809263,0.19015047879616964,0.09654094195817862,0.04690248192300176,0.017979284737150675,0.007621653312487786
325,5117,5116,0.5299061767005473,0.4700938232994527,0.18999218139171228,0.0965598123534011,0.04691164972634871,0.017982799061767005,0.007623143080531665
326,5116,5115,0.5298142717497556,0.4701857282502444,0.19002932551319648,0.09657869012707722,0.0469208211143695,0.01798631476050831,0.007624633431085044
327,5115,5114,0.529917872506844,0.47008212749315603,0.1898709425107548,0.0965975752835354,0.046929996089166995,0.01798983183418068,0.007626124364489636
328,5114,5113,0.5298259338939957,0.4701740661060043,0.18990807744963817,0.09661646782710738,0.04693917465284569,0.017993350283590847,0.007627615881087424
329,5113,5112,0.5297339593114241,0.4702660406885759,0.1899452269170579,0.09663536776212832,0.046948356807511735,0.017996870109546165,0.007629107981220657
330,5112,5111,0.5296419487380161,0.47035805126198393,0.18998239092154176,0.09665427509293681,0.046957542555272944,0.01800039131285463,0.007630600665231853
331,5111,5110,0.5295499021526419,0.47045009784735814,0.19001956947162427,0.09667318982387475,0.046966731898238745,0.018003913894324854,0.007632093933463796
332,5110,5109,0.5296535525543159,0.4703464474456841,0.19005676257584656,0.09669211195928754,0.046975924838520255,0.0180074378547661,0.007633587786259542
333,5109,5108,0.5295614722004699,0.47043852779953016,0.19009397024275645,0.09671104150352389,0.04698512137823023,0.018010963194988253,0.007635082223962412
334,5108,5107,0.5294693557861758,0.4705306442138242,0.19013119248090857,0.09672997846093596,0.04699432151948306,0.018014489915801842,0.0076365772469159975
335,5107,5106,0.5295730513121818,0.47042694868781826,0.1899725812769291,0.09655307481394437,0.04680767724245985,0.01782216999608304,0.00763807285546416
336,5106,5105,0.5294809010773751,0.4705190989226249,0.19000979431929482,0.09657198824681684,0.046816846229187074,0.0178256611165524,0.007639569049951028
337,5105,5104,0.5293887147335423,0.4706112852664577,0.19004702194357367,0.09659090909090909,0.04682601880877743,0.017829153605015673,0.007641065830721003
338,5104,5103,0.5292964922594552,0.47070350774054476,0.19008426415833823,0.09660983735057808,0.04683519498334313,0.01783264746227709,0.007642563198118754
339,5103,5102,0.5294002352018816,0.4705997647981184,0.18992551940415522,0.09662877303018425,0.04684437475499804,0.017836142689141514,0.00764406115248922
340,5102,5101,0.5295040188198392,0.4704959811801607,0.1899627524014899,0.09664771613409136,0.046853558125857675,0.017839639286414428,0.007645559694177613
341,5101,5100,0.5294117647058824,0.47058823529411764,0.19,0.09666666666666666,0.04686274509803921,0.01784313725490196,0.007647058823529412
342,5100,5099,0.5293194744067464,0.4706805255932536,0.19003726220827613,0.09668562463228084,0.046871935673661505,0.017846636595410866,0.00764855854089037
343,5099,5098,0.5292271479011377,0.4707728520988623,0.19007453903491564,0.09670459003530796,0.046881129854845036,0.01785013730874853,0.007650058846606513
344,5098,5097,0.5291347851677457,0.47086521483225424,0.19011183048852265,0.09672356288012557,0.04689032764371199,0.017853639395722973,0.007651559741024131
345,5097,5096,0.5292386185243328,0.4707613814756672,0.18995290423861852,0.09654631083202511,0.04689952904238619,0.017857142857142856,0.007653061224489796
346,5096,5095,0.529342492639843,0.470657507360157,0.18999018645731108,0.09656526005888126,0.04690873405299313,0.01786064769381747,0.007654563297350344
347,5095,5094,0.5294464075382803,0.4705535924617197,0.18983117393011387,0.09638790734197095,0.04672163329407145,0.017864153906556733,0.0076560659599528855
348,5094,5093,0.5293540153151384,0.4706459846848616,0.18986844688788534,0.09640683290791283,0.04673080698998625,0.017867661496171215,0.007657569212644807
349,5093,5092,0.5294579732914375,0.47054202670856243,0.1899057344854674,0.09642576590730557,0.04673998428908091,0.017871170463472114,0.007659073055773763
350,5092,5091,0.5293655470438028,0.4706344529561972,0.18994303673148694,0.09644470634452956,0.04674916519347869,0.01787468080927126,0.0076605774896876845
351,5091,5090,0.5294695481335953,0.47053045186640474,0.1899803536345776,0.09646365422396856,0.04675834970530452,0.01787819253438114,0.007662082514734774
352,5090,5089,0.5293770878365102,0.4706229121634899,0.19001768520337983,0.09648260955000983,0.04676753782668501,0.017881705639614855,0.0076635881312635094
353,5089,5088,0.5294811320754716,0.4705188679245283,0.19005503144654087,0.09650157232704402,0.046776729559748424,0.017885220125786163,0.0076650943396226415
354,5088,5087,0.5293886377039513,0.4706113622960488,0.19009239237271477,0.09652054255946531,0.046785924906624726,0.017888735993709454,0.0076666011401611955
355,5087,5086,0.5292961069602832,0.4707038930397169,0.19012976799056233,0.09653952025167126,0.04679512386944554,0.017892253244199765,0.00766810853322847
356,5086,5085,0.5294001966568338,0.4705998033431662,0.18997050147492625,0.09636184857423795,0.04680432645034415,0.01789577187807276,0.007669616519174041
357,5085,5084,0.5295043273013376,0.4704956726986625,0.19000786782061369,0.09638080251770259,0.04681353265145555,0.017899291896144767,0.007671125098347758
358,5084,5083,0.5296084989179618,0.47039150108203814,0.19004524886877827,0.0963997639189455,0.046822742474916385,0.017902813299232736,0.0076726342710997444
359,5083,5082,0.5297127115308934,0.47028728846910667,0.18988587170405352,0.09641873278236915,0.046831955922865015,0.01790633608815427,0.007674144037780401
360,5082,5081,0.5298169651643377,0.47018303483566226,0.1899232434560126,0.09643770911237945,0.04684117299744145,0.017909860263727612,0.007675654398740406
361,5081,5080,0.5299212598425197,0.4700787401574803,0.18996062992125984,0.09645669291338582,0.046850393700787404,0.017913385826771655,0.0076771653543307086
362,5080,5079,0.5298287064382753,0.47017129356172477,0.18999803110848593,0.09647568418980114,0.04685961803504627,0.017916912778105927,0.00767867690490254
363,5079,5078,0.5299330445057109,0.47006695549428906,0.19003544702638833,0.09649468294604174,0.046868846002363136,0.01792044111855061,0.007680189050807405
364,5078,5077,0.5300374236753989,0.46996257632460114,0.1898759109710459,0.09631672247390191,0.04668111089225921,0.017727004136300965,0.0074847350797715186
365,5077,5076,0.5299448384554768,0.47005516154452326,0.18991331757289204,0.09633569739952719,0.0466903073286052,0.01773049645390071,0.007486209613869189
366,5076,5075,0.5300492610837438,0.46995073891625616,0.18995073891625616,0.09635467980295566,0.046699507389162564,0.017733990147783252,0.00748768472906404
367,5075,5074,0.5299566417027985,0.4700433582972014,0.18998817500985415,0.0963736696886086,0.046708711076074105,0.017737485218762318,0.007489160425699646
368,5074,5073,0.5298639858072147,0.47013601419278533,0.19002562586240884,0.09639266706091071,0.04671791839148433,0.017740981667652277,0.00749063670411985
369,5073,5072,0.5299684542586751,0.47003154574132494,0.19006309148264985,0.09641167192429022,0.04672712933753943,0.01774447949526814,0.00749211356466877
370,5072,5071,0.5300729639124433,0.4699270360875567,0.18990337211595346,0.09643068428317886,0.0467363439163873,0.017747978702425556,0.007493591007690791
371,5071,5070,0.5301775147928994,0.46982248520710057,0.18994082840236687,0.09644970414201183,0.04674556213017751,0.01775147928994083,0.007495069033530572
372,5070,5069,0.5300848293549023,0.46991517064509764,0.18997829946735056,0.09646873150522786,0.04675478398106135,0.017754981258630894,0.007496547642533044
373,5069,5068,0.5299921073401737,0.47000789265982634,0.1900157853196527,0.09648776637726914,0.04676400947119179,0.017758484609313337,0.00749802683504341
374,5068,5067,0.5300967041641997,0.46990329583580026,0.19005328596802842,0.09650680876258141,0.046773238602723505,0.017761989342806393,0.007499506611407144
375,5067,5066,0.5302013422818792,0.4697986577181208,0.18989340702724042,0.09632846427161469,0.04658507698381366,0.017568101065929726,0.007500986971969996
376,5066,5065,0.5301085883514314,0.4698914116485686,0.1899308983218164,0.09634748272458045,0.046594274432379075,0.0175715695952616,0.007502467917077986
377,5065,5064,0.5300157977883097,0.46998420221169035,0.18996840442338073,0.09636650868878358,0.04660347551342812,0.017575039494470774,0.007503949447077409
378,5064,5063,0.5301204819277109,0.46987951807228917,0.1900059253407071,0.0963855421686747,0.046612680229113176,0.017578510764368952,0.0075054315623148335
379,5063,5062,0.5300276570525484,0.4699723429474516,0.19004346108257605,0.09640458316870802,0.046621888581588306,0.01758198340576847,0.0075069142631371
380,5062,5061,0.5301323849041691,0.46986761509583086,0.19008101165777513,0.09642363169334124,0.04663110057300929,0.017585457419482316,0.007508397549891326
381,5061,5060,0.5300395256916997,0.4699604743083004,0.19011857707509883,0.09644268774703557,0.0466403162055336,0.01758893280632411,0.007509881422924901
382,5060,5059,0.5301442972919549,0.46985570270804505,0.19015615734334848,0.09646175133425579,0.04664953548132042,0.017592409567108124,0.0075113658825854916
383,5059,5058,0.5302491103202847,0.4697508896797153,0.18999604586793198,0.09628311585606959,0.04646105179913009,0.017398181099248716,0.007512850929221036
384,5058,5057,0.5303539648012656,0.46964603519873444,0.1900336167688353,0.09630215542811944,0.04647023927229583,0.017401621514732055,0.007514336563179751
385,5057,5056,0.5304588607594937,0.46954113924050633,0.19007120253164558,0.09632120253164557,0.04647943037974683,0.01740506329113924,0.007515822784810127
386,5056,5055,0.5305637982195845,0.46943620178041545,0.18991097922848665,0.09614243323442137,0.04629080118694362,0.017408506429277944,0.00751730959446093
387,5055,5054,0.5306687772061733,0.46933122279382666,0.18975069252077562,0.0959635931935101,0.04610209734863475,0.01741195092995647,0.007518796992481203
388,5054,5053,0.5307737977439145,0.46922620225608547,0.18978824460716406,0.09598258460320602,0.04611122105679794,0.01741539679398377,0.007520284979220265
389,5053,5052,0.5308788598574822,0.4691211401425178,0.18982581155977832,0.09600158353127475,0.04612034837688044,0.01741884402216944,0.007521773555027712
390,5052,5051,0.53098396357157,0.46901603642843004,0.18966541278954663,0.09582260938428035,0.04612947931102752,0.017422292615323697,0.007523262720253415
391,5051,5050,0.5308910891089109,0.4691089108910891,0.1897029702970297,0.09584158415841584,0.04613861386138614,0.017425742574257427,0.0075247524752475245
392,5050,5049,0.5309962368785898,0.4690037631214102,0.18974054268171917,0.09586056644880174,0.046147752030104974,0.017429193899782137,0.007526242820360468
393,5049,5048,0.5311014263074485,0.4688985736925515,0.1897781299524564,0.09587955625990491,0.04615689381933439,0.017432646592709985,0.007527733755942948
394,5048,5047,0.5312066574202496,0.46879334257975036,0.18981573211808994,0.09589855359619576,0.046166039231226474,0.017436100653853776,0.007529225282345948
395,5047,5046,0.5311137534680935,0.46888624653190647,0.18985334918747523,0.09591755846214824,0.046175188267935,0.01743955608402695,0.0075307173999207295
396,5046,5045,0.5310208126858276,0.46897918731417243,0.18989098116947473,0.09593657086223985,0.04618434093161546,0.017443012884043606,0.0075322101090188305
397,5045,5044,0.5311260904044409,0.4688739095955591,0.18992862807295796,0.09595559080095163,0.04619349722442506,0.017446471054718478,0.00753370340999207
398,5044,5043,0.5310331152092008,0.4689668847907991,0.1899662899068015,0.0959746182827682,0.0462026571485227,0.017449930596866944,0.007535197303192544
399,5043,5042,0.5311384371281238,0.46886156287187625,0.1898056326854423,0.09579531931773105,0.04621182070606902,0.01745339151130504,0.00753669178897263
400,5042,5041,0.5310454274945448,0.46895457250545525,0.1898432850624876,0.0958143225550486,0.046220987899226344,0.017456853798849436,0.007538186867684983
401,5041,5040,0.5311507936507937,0.46884920634920635,0.18968253968253967,0.09583333333333334,0.04623015873015873,0.01746031746031746,0.00753968253968254
402,5040,5039,0.5310577495534828,0.46894225044651716,0.18972018257590792,0.09585235165707481,0.04623933320103195,0.017463782496527087,0.007541178805318516
403,5039,5038,0.5311631599841207,0.46883684001587933,0.18975784041286226,0.09587137753076617,0.046248511314013495,0.017467248908296942,0.007542675664946407
404,5038,5037,0.5310700813976573,0.4689299186023427,0.18979551320230295,0.0958904109589041,0.04625769307127258,0.017470716696446297,0.007544173118919992
405,5037,5036,0.5309769658459095,0.4690230341540905,0.1898332009531374,0.09590945194598888,0.04626687847498014,0.017474185861795076,0.007545671167593328
406,5036,5035,0.5308838133068521,0.469116186693148,0.18987090367428003,0.09592850049652434,0.04627606752730884,0.01747765640516385,0.007547169811320755
407,5035,5034,0.5309892729439809,0.4690107270560191,0.18990862137465236,0.09594755661501787,0.046285260230433056,0.01748112832737386,0.007548669050456893
408,5034,5033,0.5310947744883767,0.4689052255116233,0.189946354063183,0.09596662030598054,0.046294456586528906,0.01748460162924697,0.007550168885356646
409,5033,5032,0.5310015898251192,0.46899841017488075,0.18998410174880764,0.09598569157392686,0.046303656597774245,0.017488076311605722,0.007551669316375199
410,5032,5031,0.5311071357582986,0.46889286424170146,0.1900218644404691,0.09600477042337507,0.04631286026634864,0.017491552375273306,0.007553170343868018
411,5031,5030,0.531013916500994,0.46898608349900595,0.1900596421471173,0.09602385685884691,0.0463220675944334,0.01749502982107356,0.0075546719681908545
412,5030,5029,0.5311195068602108,0.46888049313978925,0.18989858818850666,0.09604295088486776,0.04633127858421157,0.01749850864983098,0.007556174189699742
413,5029,5028,0.531225139220366,0.46877486077963404,0.18973747016706444,0.09606205250596658,0.04634049323786794,0.017501988862370723,0.007557677008750994
414,5028,5027,0.5313308136065248,0.4686691863934752,0.18977521384523574,0.09608116172667595,0.04634971155758902,0.0175054704595186,0.007559180425701213
415,5027,5026,0.5312375646637485,0.4687624353362515,0.18981297254277757,0.09610027855153204,0.04635893354556307,0.017508953442101075,0.007560684440907282
416,5026,5025,0.5313432835820896,0.46865671641791046,0.18985074626865672,0.09611940298507463,0.0463681592039801,0.017512437810945275,0.007562189054726368
417,5025,5024,0.53125,0.46875,0.18988853503184713,0.09613853503184713,0.046377388535031844,0.01751592356687898,0.007563694267515924
418,5024,5023,0.5311566792753335,0.46884332072466656,0.1899263388413299,0.09615767469639658,0.046386621540911804,0.01751941071073064,0.007565200079633685
419,5023,5022,0.5310633213859021,0.468936678614098,0.18996415770609318,0.0961768219832736,0.046395858223815215,0.01752289924332935,0.007566706491437674
420,5022,5021,0.5309699263095001,0.4690300736904999,0.19000199163513246,0.09619597689703246,0.04640509858593905,0.01752638916550488,0.007568213503286198
421,5021,5020,0.5308764940239044,0.46912350597609564,0.1900398406374502,0.09621513944223108,0.046414342629482075,0.01752988047808765,0.007569721115537849
422,5020,5019,0.5307830245068739,0.46921697549312613,0.19007770472205618,0.09623430962343096,0.04642359035664475,0.017533373181908746,0.007571229328551504
423,5019,5018,0.5308888003188521,0.4691111996811479,0.18991630131526505,0.09605420486249502,0.046432841769629335,0.01753686727779992,0.00757273814268633
424,5018,5017,0.5309946182977875,0.46900538170221245,0.18975483356587602,0.09587402830376719,0.046242774566473986,0.017341040462427744,0.007374925254135938
425,5017,5016,0.5311004784688995,0.4688995215311005,0.1895933014354067,0.09589314194577353,0.046251993620414676,0.017344497607655503,0.007376395534290271
426,5016,5015,0.5312063808574277,0.4687936191425723,0.18943170488534397,0.09591226321036889,0.04626121635094716,0.017347956131605183,0.007377866400797607
427,5015,5014,0.5313123254886318,0.46868767451136817,0.189270043877144,0.09573195053849222,0.046270442760271244,0.017351416035101715,0.007379337854008776
428,5014,5013,0.5314183123877917,0.46858168761220825,0.18930779972072612,0.09575104727707959,0.04627967285058847,0.017354877318970677,0.007380809894274885
429,5013,5012,0.5313248204309656,0.4686751795690343,0.18934557063048682,0.09577015163607343,0.04628890662410216,0.01735833998403831,0.007382282521947326
430,5012,5011,0.5314308521253243,0.46856914787467574,0.18938335661544603,0.09578926362003592,0.04629814408301736,0.017361804031131512,0.007383755737377769
431,5011,5010,0.5315369261477045,0.4684630738522954,0.18922155688622755,0.09580838323353294,0.04630738522954092,0.017365269461077845,0.007385229540918164
432,5010,5009,0.5314434018766221,0.4685565981233779,0.18925933320023958,0.09582751048113396,0.046316630065881416,0.01736873627470553,0.007386703932920743
433,5009,5008,0.5315495207667732,0.46845047923322686,0.18929712460063897,0.09584664536741214,0.0463258785942492,0.01737220447284345,0.007388178913738019
434,5008,5007,0.5314559616536848,0.46854403834631514,0.18933493109646496,0.09586578789694428,0.046335130816856404,0.01737567405632115,0.007389654483722788
435,5007,5006,0.5315621254494607,0.46843787455053937,0.18917299240910906,0.09588493807431082,0.0463443867359169,0.017379145025968837,0.007391130643228126
436,5006,5005,0.5316683316683317,0.46833166833166834,0.189010989010989,0.0957042957042957,0.046153846153846156,0.017382617382617382,0.007392607392607393
437,5005,5004,0.5317745803357314,0.46822541966426856,0.18904876099120704,0.0957234212629896,0.046163069544364506,0.01738609112709832,0.007394084732214229
438,5004,5003,0.5318808714771137,0.4681191285228863,0.1890865480711573,0.09574255446731961,0.046172296622026786,0.017389566260243853,0.007395562662402559
439,5003,5002,0.5317872850859656,0.4682127149140344,0.18912435025989605,0.09576169532187125,0.04618152738904438,0.017393042782886847,0.00739704118352659
440,5002,5001,0.5316936612677464,0.4683063387322535,0.1891621675664867,0.09578084383123375,0.04619076184763048,0.01739652069586083,0.007398520295940812
441,5001,5000,0.5318,0.4682,0.189,0.0956,0.0462,0.0174,0.0074
442,5000,4999,0.5317063412682537,0.46829365873174633,0.1890378075615123,0.09561912382476495,0.04620924184836967,0.01740348069613923,0.007401480296059212
443,4999,4998,0.531812725090036,0.468187274909964,0.18907563025210083,0.09563825530212085,0.046218487394957986,0.017406962785114045,0.007402961184473789
444,4998,4997,0.5319191514908945,0.4680808485091055,0.1891134680808485,0.09565739443666199,0.04622773664198519,0.017410446267760657,0.007404442665599359
445,4997,4996,0.5320256204963971,0.4679743795036029,0.18915132105684548,0.09567654123298638,0.04623698959167334,0.017413931144915934,0.007405924739791833
446,4996,4995,0.5319319319319319,0.46806806806806805,0.1891891891891892,0.09569569569569569,0.04624624624624624,0.017417417417417418,0.007407407407407408
447,4995,4994,0.5320384461353624,0.46796155386463756,0.1892270724869844,0.09571485782939528,0.046255506607929514,0.017420905086103323,0.007408890668802563
448,4994,4993,0.5319447226116564,0.4680552773883437,0.18926497095934308,0.09573402763869417,0.04626477067895053,0.017424394151812538,0.0074103745243340674
449,4993,4992,0.532051282051282,0.46794871794871795,0.1893028846153846,0.09575320512820513,0.046274038461538464,0.017427884615384616,0.007411858974358974
450,4992,4991,0.5321578841915447,0.4678421158084552,0.1891404528150671,0.09577239030254459,0.04628330995792426,0.01743137647765979,0.007413344019234622
451,4991,4990,0.5322645290581163,0.4677354709418838,0.18897795591182365,0.09559118236472947,0.04629258517034068,0.01743486973947896,0.007414829659318637
452,4990,4989,0.5323712166766887,0.46762878332331126,0.1890158348366406,0.09561034275405893,0.04630186410102225,0.017438364401683705,0.007416315894968932
453,4989,4988,0.5324779470729751,0.46752205292702487,0.1888532477947073,0.0954290296712109,0.046311146752205296,0.01744186046511628,0.007417802726543705
454,4988,4987,0.5325847202727091,0.46741527972729097,0.1886905955484259,0.09544816522959695,0.046320433126127936,0.01744535793061961,0.007419290154401444
455,4987,4986,0.5326915363016446,0.4673084636983554,0.1887284396309667,0.09546730846369836,0.04632972322503008,0.017448856799037304,0.007420778178900923
456,4986,4985,0.5325977933801405,0.4674022066198596,0.18876629889669008,0.09548645937813441,0.04633901705115346,0.01745235707121364,0.007422266800401204
457,4985,4984,0.5325040128410915,0.4674959871589085,0.18880417335473515,0.09550561797752809,0.046348314606741575,0.017455858747993578,0.0074237560192616375
458,4984,4983,0.5324101946618502,0.4675898053381497,0.18884206301424844,0.09552478426650612,0.046357615894039736,0.017459361830222758,0.007425245835841862
459,4983,4982,0.532517061421116,0.46748293857888396,0.18887996788438377,0.09554395824969891,0.04636692091529506,0.01746286631874749,0.0074267362505018066
460,4982,4981,0.5324232081911263,0.46757679180887374,0.18891788797430234,0.09556313993174062,0.046376229672756474,0.017466372214414775,0.007428227263601686
461,4981,4980,0.5325301204819277,0.4674698795180723,0.1889558232931727,0.09558232931726908,0.0463855421686747,0.01746987951807229,0.007429718875502008
462,4980,4979,0.5324362321751356,0.4675637678248644,0.18899377385017072,0.09560152641092588,0.04639485840530227,0.017473388230568387,0.007431211086563567
463,4979,4978,0.532342306147047,0.46765769385295297,0.18903173965447972,0.09562073121735637,0.04640417838489353,0.01747689835275211,0.007432703897147449
464,4978,4977,0.5324492666264818,0.46755073337351816,0.18886879646373317,0.09563994374120956,0.046413502109704644,0.017480409885473176,0.007434197307615029
465,4977,4976,0.532355305466238,0.46764469453376206,0.18890675241157556,0.09565916398713827,0.04642282958199357,0.017483922829581992,0.007435691318327975
466,4976,4975,0.5324623115577889,0.46753768844221105,0.18874371859296482,0.09547738693467336,0.0464321608040201,0.017487437185929648,0.007437185929648241
467,4975,4974,0.5325693606755126,0.4674306393244873,0.1887816646562123,0.09549658222758343,0.046441495778045835,0.017490952955367914,0.007438681141938078
468,4974,4973,0.5324753669817012,0.46752463301829883,0.1888196259802936,0.09551578524029761,0.04645083450633421,0.017494470138749246,0.007440176955560024
469,4973,4972,0.5323813354786806,0.4676186645213194,0.18885760257441672,0.09553499597747385,0.046460176991150445,0.01749798873692679,0.007441673370876911
470,4972,4971,0.5324884329108831,0.4675115670891169,0.18889559444779722,0.09555421444377389,0.04646952323476162,0.017501508750754374,0.007443170388251861
471,4971,4970,0.5325955734406439,0.46740442655935616,0.18893360160965794,0.09557344064386318,0.04647887323943662,0.01750503018108652,0.00744466800804829
472,4970,4969,0.5325015093580198,0.4674984906419803,0.1889716240692292,0.09559267458241094,0.04648822700744617,0.017508553028778427,0.0074461662306299055
473,4969,4968,0.532608695652174,0.4673913043478261,0.1888083735909823,0.09541062801932366,0.046296296296296294,0.017310789049919485,0.007246376811594203
474,4968,4967,0.5327159251056977,0.4672840748943024,0.18884638614858062,0.0954298369236964,0.04630561707267969,0.01731427420978458,0.007247835715723777
475,4967,4966,0.5326218284333467,0.46737817156665323,0.18888441401530406,0.09544905356423682,0.046314941602899715,0.017317760773258157,0.00724929520741039
476,4966,4965,0.5327291037260826,0.46727089627391744,0.18872104733131922,0.09526686807653575,0.04612286002014099,0.01732124874118832,0.0072507552870090634
477,4965,4964,0.532836422240129,0.46716357775987105,0.1887590652699436,0.09528605962933119,0.04613215149073328,0.01732473811442385,0.007252215954875101
478,4964,4963,0.5329437840016119,0.4670562159983881,0.18859560749546644,0.09510376788232924,0.0461414467056216,0.017328228893814225,0.007253677211364095
479,4963,4962,0.5328496573962112,0.4671503426037888,0.18863361547763,0.0951229343006852,0.04615074566706973,0.017331721080209594,0.007255139056831923
480,4962,4961,0.5327554928441847,0.46724450715581534,0.18867163878250354,0.09514210844587785,0.04616004837734328,0.017335214674460794,0.007256601491634751
481,4961,4960,0.5326612903225807,0.46733870967741936,0.18870967741935485,0.09516129032258064,0.04616935483870968,0.017338709677419354,0.007258064516129033
482,4960,4959,0.5325670498084292,0.4674329501915709,0.18874773139745918,0.09518047993547087,0.04617866505343819,0.017342206089937487,0.007259528130671506
483,4959,4958,0.5326744655102864,0.4673255344897136,0.18858410649455426,0.09519967728922953,0.04618797902379992,0.01734570391286809,0.007260992335619202
484,4958,4957,0.5325801896308251,0.4674198103691749,0.18862215049425055,0.09521888238854145,0.04619729675206778,0.017349203147064757,0.007262457131329433
485,4957,4956,0.5326876513317191,0.46731234866828086,0.18866020984665052,0.09523809523809523,0.04620661824051655,0.01735270379338176,0.007263922518159807
486,4956,4955,0.5327951564076691,0.467204843592331,0.18849646821392532,0.09525731584258325,0.04621594349142281,0.017356205852674066,0.007265388496468214
487,4955,4954,0.5329027048849415,0.46709729511505854,0.18853451756156642,0.09527654420670166,0.046225272507065,0.017359709325797335,0.0072668550666128385
488,4954,4953,0.5330102967898244,0.46698970321017563,0.18857258227336968,0.09529578033515042,0.0462346052897234,0.017363214213607914,0.0072683222289521504
489,4953,4952,0.5329159935379645,0.4670840064620355,0.18861066235864296,0.09531502423263329,0.04624394184168013,0.017366720516962843,0.007269789983844911
490,4952,4951,0.5330236315895779,0.4669763684104221,0.18864875782670168,0.0953342759038578,0.04625328216521915,0.017370228236719853,0.007271258331650172
491,4951,4950,0.5329292929292929,0.4670707070707071,0.18868686868686868,0.09535353535353536,0.04626262626262626,0.017373737373737375,0.007272727272727273
492,4950,4949,0.5330369771671045,0.46696302283289554,0.18872499494847444,0.09537280258638109,0.04627197413618913,0.01737724792887452,0.007274196807435846
493,4949,4948,0.5331447049312854,0.46685529506871465,0.18876313662085692,0.09539207760711399,0.04628132578819725,0.017380759902991108,0.007275666936135812
494,4948,4947,0.533050333535476,0.46694966646452396,0.18880129371336163,0.09541136042045684,0.04629068122094199,0.017384273296947646,0.0072771376591873865
495,4947,4946,0.532955923978973,0.4670440760210271,0.1888394662353417,0.09543065103113627,0.04630004043671654,0.017387788111605337,0.007278608976951072
496,4946,4945,0.5328614762386249,0.4671385237613751,0.18887765419615773,0.09544994944388271,0.04630940343781598,0.017391304347826087,0.007280080889787664
497,4945,4944,0.5327669902912622,0.4672330097087379,0.18891585760517798,0.09546925566343042,0.046318770226537215,0.017394822006472493,0.007281553398058253
498,4944,4943,0.5326724661136961,0.4673275338863039,0.18895407647177828,0.0954885696945175,0.04632814080517904,0.017398341088407848,0.007283026502124216
499,4943,4942,0.5327802509105626,0.4672197490894375,0.188789963577499,0.0953055443140429,0.04613516794819911,0.017401861594496155,0.007284500202347228
500,4942,4941,0.5326856911556365,0.4673143088443635,0.18882817243472982,0.09532483302975106,0.0461445051608986,0.017405383525602103,0.007285974499089253
501,4941,4940,0.5325910931174089,0.46740890688259107,0.1888663967611336,0.09534412955465588,0.046153846153846156,0.017408906882591092,0.0072874493927125505
502,4940,4939,0.532496456772626,0.467503543227374,0.1889046365661065,0.09536343389350072,0.046163190929337926,0.017412431666329217,0.007288924883579672
503,4939,4938,0.532604293236128,0.467395706763872,0.18894289185905225,0.09538274605103281,0.046172539489671933,0.017415957877683273,0.007290400972053463
