window_group,n_total,n_valid_target,low_rate,p_ge_2,p_ge_5,p_ge_10,p_ge_20,p_ge_50,p_ge_100
133,5309,5308,0.5286360211002261,0.47136397889977394,0.19065561416729465,0.096646571213263,0.047287113790504896,0.01827430293896006,0.008100979653353428
134,5308,5307,0.5287356321839081,0.47126436781609193,0.19050310910118712,0.09647635198794045,0.04710759374411155,0.018277746372715283,0.008102506123987187
135,5307,5306,0.5286468149264983,0.4713531850735017,0.19053901243874857,0.09649453448925745,0.04711647191858274,0.0182811911044101,0.00810403316999623
136,5306,5305,0.528746465598492,0.471253534401508,0.19057492931196984,0.09651272384542885,0.0471253534401508,0.01828463713477851,0.008105560791705938
137,5305,5304,0.528657616892911,0.471342383107089,0.19061085972850678,0.09653092006033183,0.0471342383107089,0.018288084464555054,0.008107088989441931
138,5304,5303,0.5285687346784839,0.47143126532151614,0.19064680369602113,0.0965491231378465,0.047143126532151615,0.018291533094474826,0.008108617763530078
139,5303,5302,0.5284798189362505,0.47152018106374954,0.1906827612221803,0.0965673330818559,0.047152018106374954,0.018294983025273482,0.008110147114296492
140,5302,5301,0.5285795132993775,0.47142048670062253,0.1905300886625165,0.09658554989624599,0.047160913035276364,0.018298434257687228,0.008111677042067535
141,5301,5300,0.5284905660377358,0.47150943396226414,0.19056603773584907,0.09660377358490566,0.04716981132075472,0.01830188679245283,0.008113207547169812
142,5300,5299,0.5285903000566144,0.47140969994338555,0.19041328552557085,0.0964332892998679,0.04717871296471032,0.018305340630307605,0.008114738629930176
143,5299,5298,0.5286900717251793,0.4713099282748207,0.19026047565118911,0.09626274065685164,0.04699886749716874,0.01830879577198943,0.008116270290675727
144,5298,5297,0.528601094959411,0.471398905040589,0.19029639418538796,0.09628091372474985,0.04700774023031905,0.01831225221823674,0.008117802529733811
145,5297,5296,0.5287009063444109,0.47129909365558914,0.19014350453172205,0.09611027190332326,0.04682779456193353,0.01812688821752266,0.007930513595166163
146,5296,5295,0.5288007554296507,0.4711992445703494,0.18999055712936733,0.09593956562795089,0.04683663833805477,0.018130311614730877,0.00793201133144476
147,5295,5294,0.5287117491499811,0.4712882508500189,0.19002644503211183,0.09595768794862108,0.04684548545523234,0.018133736305251228,0.007933509633547412
148,5294,5293,0.5288116380124693,0.4711883619875307,0.189873417721519,0.09597581711694692,0.04685433591535991,0.01813716228981674,0.007935008501794823
149,5293,5292,0.5289115646258503,0.4710884353741497,0.18972033257747545,0.09580498866213152,0.046674225245653816,0.018140589569160998,0.007936507936507936
150,5292,5291,0.529011529011529,0.47098847098847096,0.18975618975618977,0.09582309582309582,0.04668304668304668,0.018144018144018143,0.007938007938007937
151,5291,5290,0.5289224952741021,0.47107750472589793,0.1897920604914934,0.09584120982986767,0.04669187145557656,0.018147448015122872,0.007939508506616257
152,5290,5289,0.5288334278691624,0.47116657213083757,0.18982794479107581,0.09585933068633012,0.04670069956513519,0.018150879183210438,0.007941009642654566
153,5289,5288,0.5287443267776096,0.4712556732223903,0.18986384266263237,0.09587745839636914,0.04670953101361573,0.018154311649016642,0.00794251134644478
154,5288,5287,0.5288443351617175,0.4711556648382826,0.1898997541138642,0.09589559296387365,0.046718365802912803,0.018157745413277852,0.00794401361830906
155,5287,5286,0.5287552024214908,0.4712447975785093,0.18993567915247825,0.09591373439273553,0.04672720393492244,0.018161180476730987,0.007945516458569807
156,5286,5285,0.5286660359508042,0.47133396404919586,0.18997161778618732,0.09593188268684957,0.0467360454115421,0.01816461684011353,0.007947019867549669
157,5285,5284,0.5287660862982589,0.4712339137017411,0.19000757002271007,0.09595003785011355,0.046744890234670704,0.018168054504163512,0.007948523845571537
158,5284,5283,0.5288661745220519,0.47113382547794813,0.19004353586977096,0.09596819988642817,0.04675373840620859,0.018171493469619535,0.007950028392958546
159,5283,5282,0.5289663006436955,0.4710336993563044,0.19007951533510034,0.09598636879969709,0.046762589928057555,0.01817493373722075,0.007951533510034078
160,5282,5281,0.5290664646847189,0.4709335353152812,0.19011550842643438,0.09600454459382693,0.04677144480212081,0.018178375307706874,0.007953039197121757
161,5281,5280,0.5289772727272727,0.47102272727272726,0.19015151515151515,0.09602272727272727,0.04678030303030303,0.01818181818181818,0.007954545454545454
162,5280,5279,0.5290774767948475,0.4709225232051525,0.19018753551809053,0.09604091684031066,0.046789164614510326,0.01818526236029551,0.007956052282629286
163,5279,5278,0.5289882531261841,0.47101174687381586,0.19022356953391437,0.0960591133004926,0.046798029556650245,0.01818870784388026,0.007957559681697613
164,5278,5277,0.5290884972522266,0.4709115027477734,0.19025961720674625,0.09607731665719159,0.0468068978586318,0.018192154633314382,0.007959067652075043
165,5277,5276,0.5291887793783169,0.47081122062168307,0.19029567854435178,0.09609552691432904,0.04681576952236543,0.01819560272934041,0.00796057619408643
166,5276,5275,0.5290995260663507,0.4709004739336493,0.19033175355450238,0.09611374407582939,0.04682464454976303,0.018199052132701423,0.007962085308056872
167,5275,5274,0.5291998483124764,0.4708001516875237,0.19017823284034888,0.09594235874099355,0.04683352294273796,0.01820250284414107,0.007963594994311717
168,5274,5273,0.5293002086098995,0.4706997913901005,0.19021429926038308,0.09596055376446046,0.046842404703205005,0.018205954864403566,0.00796510525317656
169,5273,5272,0.5292109256449166,0.47078907435508344,0.19025037936267072,0.09597875569044007,0.04685128983308042,0.018209408194233688,0.007966616084977238
170,5272,5271,0.5291216088028837,0.4708783911971163,0.19028647315499905,0.09599696452286094,0.04686017833428192,0.01821286283437678,0.00796812749003984
171,5271,5270,0.5290322580645161,0.47096774193548385,0.19032258064516128,0.09601518026565464,0.04686907020872865,0.018216318785578747,0.007969639468690701
172,5270,5269,0.5289428734105144,0.4710571265894857,0.19035870184095655,0.09603340292275574,0.04687796545834124,0.01821977604858607,0.007971152021256405
173,5269,5268,0.5290432801822323,0.47095671981776766,0.19039483675018984,0.09605163249810175,0.04688686408504176,0.018223234624145785,0.007972665148063782
174,5268,5267,0.5289538636795139,0.47104613632048603,0.1904309853806721,0.09606986899563319,0.04689576609075375,0.018226694513005504,0.00797417884943991
175,5267,5266,0.529054310672237,0.470945689327763,0.19046714774022028,0.09608811241929358,0.0469046714774022,0.018230155715913406,0.007975693125712115
176,5266,5265,0.5289648622981956,0.4710351377018044,0.19050332383665716,0.09610636277302943,0.04691358024691358,0.018233618233618232,0.007977207977207978
177,5265,5264,0.5290653495440729,0.47093465045592703,0.19034954407294832,0.09593465045592706,0.04673252279635259,0.01804711246200608,0.0077887537993920975
178,5264,5263,0.5289758692760783,0.47102413072392174,0.19038571157134715,0.09595287858635759,0.04674140224206726,0.018050541516245487,0.007790233707011211
179,5263,5262,0.5290763968072976,0.4709236031927024,0.1902318510072216,0.0959711136450019,0.046750285062713795,0.01805397187381224,0.007791714177118966
180,5262,5261,0.5289868846226953,0.47101311537730467,0.19026800988405246,0.09598935563581068,0.04675917126021669,0.018057403535449535,0.0077931952100361145
181,5261,5260,0.5290874524714829,0.47091254752851713,0.1903041825095057,0.09600760456273764,0.0467680608365019,0.01806083650190114,0.00779467680608365
182,5260,5259,0.5291880585662674,0.4708119414337327,0.19015021867275148,0.0960258604297395,0.04677695379349686,0.01806427077391139,0.007796158965582811
183,5259,5258,0.5292887029288703,0.4707112970711297,0.1901863826550019,0.09604412324077596,0.04678585013313047,0.018067706352225182,0.007797641688855078
184,5258,5257,0.5291991630207342,0.4708008369792657,0.19022256039566293,0.09606239299980977,0.04679474985733308,0.01807114323758798,0.00779912497622218
185,5257,5256,0.5291095890410958,0.4708904109589041,0.1902587519025875,0.0960806697108067,0.04680365296803653,0.018074581430745813,0.007800608828006088
186,5256,5255,0.5292102759276879,0.47078972407231207,0.190104662226451,0.09590865842055185,0.04681255946717412,0.01807802093244529,0.00780209324452902
187,5255,5254,0.5291206699657404,0.47087933003425964,0.19014084507042253,0.09592691282832128,0.04682146935668063,0.018081461743433575,0.007803578226113437
188,5254,5253,0.5292213972967827,0.4707786027032172,0.1901770416904626,0.09594517418617933,0.04683038263849229,0.018084903864458404,0.007805063773082048
189,5253,5252,0.5293221629855294,0.4706778370144707,0.19002284843869002,0.09596344249809596,0.04683929931454684,0.018088347296268088,0.007806549885757807
190,5252,5251,0.5294229670538945,0.4705770329461055,0.190059036374024,0.09598171776804418,0.04684821938678347,0.018091792039611504,0.007808036564463911
191,5251,5250,0.5295238095238095,0.4704761904761905,0.1900952380952381,0.096,0.046857142857142854,0.018095238095238095,0.00780952380952381
192,5250,5249,0.529434177938655,0.470565822061345,0.19013145361021147,0.09601828919794246,0.046866069727567156,0.018098685463897885,0.007811011621261192
193,5249,5248,0.5295350609756098,0.47046493902439024,0.19016768292682926,0.09603658536585366,0.046875,0.018102134146341462,0.0078125
194,5248,5247,0.5294453973699257,0.4705546026300743,0.19020392605298267,0.09605488850771869,0.046883933676386505,0.018105584143319992,0.007813988946064417
195,5247,5246,0.5293556995806329,0.4706443004193671,0.1902401829965688,0.09607319862752574,0.04689287075867327,0.018109035455585207,0.007815478459778879
196,5246,5245,0.5294566253574833,0.47054337464251667,0.19008579599618686,0.09590085795996187,0.04671115347950429,0.01811248808388942,0.007816968541468065
197,5245,5244,0.5295575896262396,0.4704424103737605,0.19012204424103737,0.09591914569031273,0.04672006102212052,0.018115942028985508,0.007818459191456904
198,5244,5243,0.5294678619111196,0.4705321380888804,0.19015830631317948,0.09593744039671943,0.04672897196261682,0.01811939729162693,0.00781995041007057
199,5243,5242,0.5293780999618466,0.47062190003815335,0.19019458222052651,0.09595574208317437,0.04673788630293781,0.01812285387256772,0.00782144219763449
200,5242,5241,0.529479107040641,0.4705208929593589,0.19004006868918144,0.09597405075367296,0.04674680404502957,0.01812631177256249,0.007822934554474336
201,5241,5240,0.5293893129770992,0.47061068702290076,0.1900763358778626,0.09599236641221374,0.046755725190839696,0.01812977099236641,0.007824427480916031
202,5240,5239,0.5294903607558694,0.4705096392441306,0.19011261691162434,0.09601068906279825,0.046764649742317234,0.018133231532735255,0.007825920977285742
203,5239,5238,0.5295914471172203,0.47040855288277966,0.19014891179839633,0.09602901870943108,0.04677357770141275,0.018136693394425352,0.007827415043909889
